"No.","Time","Source","Destination","Protocol","Length","Info"
"1091","2020-08-10 01:39:25.136594","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=91426 Ack=60730 Win=8212 Len=0"
"1092","2020-08-10 01:39:25.137771","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=91426 Ack=60730 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1093","2020-08-10 01:39:25.137805","192.168.38.104","192.168.38.103","HTTP","2665","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1094","2020-08-10 01:39:25.138020","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=60730 Ack=94372 Win=8212 Len=0"
"1095","2020-08-10 01:39:25.138575","8.8.8.8","192.168.38.104","DNS","166","Standard query response 0x483a No such name A d+KVXhMV.reddshrimpandherring.com SOA a.gtld-servers.net"
"1096","2020-08-10 01:39:25.139499","192.168.38.104","8.8.8.8","DNS","131","Standard query 0x49d8 A d+KVXhMV.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com"
"1097","2020-08-10 01:39:25.140412","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=60730 Ack=94372 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1098","2020-08-10 01:39:25.140412","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1099","2020-08-10 01:39:25.140440","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=94372 Ack=62689 Win=8212 Len=0"
"1100","2020-08-10 01:39:25.141344","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=94372 Ack=62689 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1101","2020-08-10 01:39:25.141377","192.168.38.104","192.168.38.103","HTTP","2656","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1102","2020-08-10 01:39:25.141625","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=62689 Ack=97309 Win=8212 Len=0"
"1103","2020-08-10 01:39:25.142271","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=62689 Ack=97309 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1104","2020-08-10 01:39:25.142271","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1105","2020-08-10 01:39:25.142343","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=97309 Ack=64648 Win=8212 Len=0"
"1106","2020-08-10 01:39:25.143843","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=97309 Ack=64648 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1107","2020-08-10 01:39:25.143876","192.168.38.104","192.168.38.103","HTTP","2659","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1108","2020-08-10 01:39:25.144131","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=64648 Ack=100249 Win=8212 Len=0"
"1109","2020-08-10 01:39:25.144601","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=64648 Ack=100249 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1110","2020-08-10 01:39:25.144601","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1111","2020-08-10 01:39:25.144626","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=100249 Ack=66607 Win=8212 Len=0"
"1112","2020-08-10 01:39:25.145508","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=100249 Ack=66607 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1113","2020-08-10 01:39:25.145540","192.168.38.104","192.168.38.103","HTTP","2677","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1114","2020-08-10 01:39:25.145759","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=66607 Ack=103207 Win=8212 Len=0"
"1115","2020-08-10 01:39:25.146355","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=66607 Ack=103207 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1116","2020-08-10 01:39:25.146355","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1117","2020-08-10 01:39:25.146384","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=103207 Ack=68566 Win=8212 Len=0"
"1118","2020-08-10 01:39:25.147090","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=103207 Ack=68566 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1119","2020-08-10 01:39:25.147121","192.168.38.104","192.168.38.103","HTTP","2680","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1120","2020-08-10 01:39:25.147348","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=68566 Ack=106168 Win=8212 Len=0"
"1121","2020-08-10 01:39:25.147781","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=68566 Ack=106168 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1122","2020-08-10 01:39:25.147781","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1123","2020-08-10 01:39:25.147801","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=106168 Ack=70525 Win=8212 Len=0"
"1124","2020-08-10 01:39:25.148576","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=106168 Ack=70525 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1125","2020-08-10 01:39:25.148610","192.168.38.104","192.168.38.103","HTTP","2673","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1126","2020-08-10 01:39:25.148873","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=70525 Ack=109122 Win=8212 Len=0"
"1127","2020-08-10 01:39:25.149225","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=70525 Ack=109122 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1128","2020-08-10 01:39:25.149225","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1129","2020-08-10 01:39:25.149255","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=109122 Ack=72484 Win=8212 Len=0"
"1130","2020-08-10 01:39:25.149957","8.8.8.8","192.168.38.104","DNS","203","Standard query response 0x49d8 No such name A d+KVXhMV.reddshrimpandherring.com.us-west-1.ec2-utilities.amazonaws.com SOA pdns1.ultradns.net"
"1131","2020-08-10 01:39:25.150071","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=109122 Ack=72484 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1132","2020-08-10 01:39:25.150102","192.168.38.104","192.168.38.103","HTTP","2664","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1133","2020-08-10 01:39:25.150342","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=72484 Ack=112067 Win=8212 Len=0"
"1134","2020-08-10 01:39:25.150770","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=72484 Ack=112067 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1135","2020-08-10 01:39:25.150770","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1136","2020-08-10 01:39:25.150795","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=112067 Ack=74443 Win=8212 Len=0"
"1137","2020-08-10 01:39:25.150803","192.168.38.104","8.8.8.8","DNS","109","Standard query 0x65df A d+KVXhMV.reddshrimpandherring.com.windomain.local"
"1138","2020-08-10 01:39:25.151609","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=112067 Ack=74443 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1139","2020-08-10 01:39:25.151642","192.168.38.104","192.168.38.103","HTTP","2663","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1140","2020-08-10 01:39:25.151942","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=74443 Ack=115011 Win=8212 Len=0"
"1141","2020-08-10 01:39:25.152267","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=74443 Ack=115011 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1142","2020-08-10 01:39:25.152267","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1143","2020-08-10 01:39:25.152341","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=115011 Ack=76402 Win=8212 Len=0"
"1144","2020-08-10 01:39:25.153059","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=115011 Ack=76402 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1145","2020-08-10 01:39:25.153090","192.168.38.104","192.168.38.103","HTTP","2677","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1146","2020-08-10 01:39:25.153345","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=76402 Ack=117969 Win=8212 Len=0"
"1147","2020-08-10 01:39:25.153755","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=76402 Ack=117969 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1148","2020-08-10 01:39:25.153755","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1149","2020-08-10 01:39:25.153779","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=117969 Ack=78361 Win=8212 Len=0"
"1150","2020-08-10 01:39:25.154592","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=117969 Ack=78361 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1151","2020-08-10 01:39:25.154622","192.168.38.104","192.168.38.103","HTTP","2672","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1152","2020-08-10 01:39:25.154831","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=78361 Ack=120922 Win=8212 Len=0"
"1153","2020-08-10 01:39:25.155348","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=78361 Ack=120922 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1154","2020-08-10 01:39:25.155348","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1155","2020-08-10 01:39:25.155370","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=120922 Ack=80320 Win=8212 Len=0"
"1156","2020-08-10 01:39:25.156114","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=120922 Ack=80320 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1157","2020-08-10 01:39:25.156148","192.168.38.104","192.168.38.103","HTTP","2669","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1158","2020-08-10 01:39:25.156365","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=80320 Ack=123872 Win=8212 Len=0"
"1159","2020-08-10 01:39:25.156806","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=80320 Ack=123872 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1160","2020-08-10 01:39:25.156806","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1161","2020-08-10 01:39:25.156837","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=123872 Ack=82279 Win=8212 Len=0"
"1162","2020-08-10 01:39:25.157662","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=123872 Ack=82279 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1163","2020-08-10 01:39:25.157693","192.168.38.104","192.168.38.103","HTTP","2652","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1164","2020-08-10 01:39:25.157902","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=82279 Ack=126805 Win=8212 Len=0"
"1165","2020-08-10 01:39:25.158351","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=82279 Ack=126805 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1166","2020-08-10 01:39:25.158351","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1167","2020-08-10 01:39:25.158377","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=126805 Ack=84238 Win=8212 Len=0"
"1168","2020-08-10 01:39:25.159084","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=126805 Ack=84238 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1169","2020-08-10 01:39:25.159116","192.168.38.104","192.168.38.103","HTTP","2663","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1170","2020-08-10 01:39:25.159342","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=84238 Ack=129749 Win=8212 Len=0"
"1171","2020-08-10 01:39:25.159875","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=84238 Ack=129749 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1172","2020-08-10 01:39:25.159875","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1173","2020-08-10 01:39:25.159903","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=129749 Ack=86197 Win=8212 Len=0"
"1174","2020-08-10 01:39:25.160261","8.8.8.8","192.168.38.104","DNS","184","Standard query response 0x65df No such name A d+KVXhMV.reddshrimpandherring.com.windomain.local SOA a.root-servers.net"
"1175","2020-08-10 01:39:25.160735","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=129749 Ack=86197 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1176","2020-08-10 01:39:25.160773","192.168.38.104","192.168.38.103","HTTP","2681","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1177","2020-08-10 01:39:25.160965","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=86197 Ack=132711 Win=8212 Len=0"
"1178","2020-08-10 01:39:25.161263","192.168.38.104","8.8.8.8","DNS","93","Standard query 0x2a2a A ky0+eTqU.reddshrimpandherring.com"
"1179","2020-08-10 01:39:25.161889","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=86197 Ack=132711 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1180","2020-08-10 01:39:25.161889","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1181","2020-08-10 01:39:25.161915","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=132711 Ack=88156 Win=8212 Len=0"
"1182","2020-08-10 01:39:25.162699","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=132711 Ack=88156 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1183","2020-08-10 01:39:25.162732","192.168.38.104","192.168.38.103","HTTP","2668","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1184","2020-08-10 01:39:25.162912","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=88156 Ack=135660 Win=8212 Len=0"
"1185","2020-08-10 01:39:25.163790","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=88156 Ack=135660 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1186","2020-08-10 01:39:25.163790","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1187","2020-08-10 01:39:25.163818","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=135660 Ack=90115 Win=8212 Len=0"
"1188","2020-08-10 01:39:25.164754","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=135660 Ack=90115 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1189","2020-08-10 01:39:25.164786","192.168.38.104","192.168.38.103","HTTP","2681","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1190","2020-08-10 01:39:25.164978","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=90115 Ack=138622 Win=8212 Len=0"
"1191","2020-08-10 01:39:25.167906","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=90115 Ack=138622 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1192","2020-08-10 01:39:25.167906","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1193","2020-08-10 01:39:25.167937","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=138622 Ack=92074 Win=8212 Len=0"
"1194","2020-08-10 01:39:25.168761","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=138622 Ack=92074 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1195","2020-08-10 01:39:25.168795","192.168.38.104","192.168.38.103","HTTP","2664","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1196","2020-08-10 01:39:25.168987","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=92074 Ack=141567 Win=8212 Len=0"
"1197","2020-08-10 01:39:25.169990","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=92074 Ack=141567 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1198","2020-08-10 01:39:25.169990","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1199","2020-08-10 01:39:25.170018","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=141567 Ack=94033 Win=8212 Len=0"
"1200","2020-08-10 01:39:25.170781","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=141567 Ack=94033 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1201","2020-08-10 01:39:25.170815","192.168.38.104","192.168.38.103","HTTP","2663","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1202","2020-08-10 01:39:25.171002","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=94033 Ack=144511 Win=8212 Len=0"
"1203","2020-08-10 01:39:25.172245","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=94033 Ack=144511 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1204","2020-08-10 01:39:25.172245","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1205","2020-08-10 01:39:25.172273","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=144511 Ack=95992 Win=8212 Len=0"
"1206","2020-08-10 01:39:25.173004","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=144511 Ack=95992 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1207","2020-08-10 01:39:25.173035","192.168.38.104","192.168.38.103","HTTP","2685","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1208","2020-08-10 01:39:25.173257","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=95992 Ack=147477 Win=8212 Len=0"
"1209","2020-08-10 01:39:25.174226","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=95992 Ack=147477 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1210","2020-08-10 01:39:25.174226","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1211","2020-08-10 01:39:25.174253","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=147477 Ack=97951 Win=8212 Len=0"
"1212","2020-08-10 01:39:25.175077","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=147477 Ack=97951 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1213","2020-08-10 01:39:25.175109","192.168.38.104","192.168.38.103","HTTP","2676","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1214","2020-08-10 01:39:25.175321","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=97951 Ack=150434 Win=8212 Len=0"
"1215","2020-08-10 01:39:25.176577","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=97951 Ack=150434 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1216","2020-08-10 01:39:25.176577","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1217","2020-08-10 01:39:25.176600","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=150434 Ack=99910 Win=8212 Len=0"
"1218","2020-08-10 01:39:25.177349","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=150434 Ack=99910 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1219","2020-08-10 01:39:25.177382","192.168.38.104","192.168.38.103","HTTP","2669","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1220","2020-08-10 01:39:25.177594","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=99910 Ack=153384 Win=8212 Len=0"
"1221","2020-08-10 01:39:25.178071","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=99910 Ack=153384 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1222","2020-08-10 01:39:25.178071","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1223","2020-08-10 01:39:25.178100","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=153384 Ack=101869 Win=8212 Len=0"
"1224","2020-08-10 01:39:25.178830","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=153384 Ack=101869 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1225","2020-08-10 01:39:25.178861","192.168.38.104","192.168.38.103","HTTP","2664","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1226","2020-08-10 01:39:25.179144","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=101869 Ack=156329 Win=8212 Len=0"
"1227","2020-08-10 01:39:25.179617","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=101869 Ack=156329 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1228","2020-08-10 01:39:25.179617","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1229","2020-08-10 01:39:25.179636","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=156329 Ack=103828 Win=8212 Len=0"
"1230","2020-08-10 01:39:25.180370","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=156329 Ack=103828 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1231","2020-08-10 01:39:25.180400","192.168.38.104","192.168.38.103","HTTP","2663","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1232","2020-08-10 01:39:25.180661","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=103828 Ack=159273 Win=8212 Len=0"
"1233","2020-08-10 01:39:25.181070","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=103828 Ack=159273 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1234","2020-08-10 01:39:25.181070","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1235","2020-08-10 01:39:25.181100","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=159273 Ack=105787 Win=8212 Len=0"
"1236","2020-08-10 01:39:25.181845","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=159273 Ack=105787 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1237","2020-08-10 01:39:25.181877","192.168.38.104","192.168.38.103","HTTP","2681","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1238","2020-08-10 01:39:25.182132","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=105787 Ack=162235 Win=8212 Len=0"
"1239","2020-08-10 01:39:25.182521","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=105787 Ack=162235 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1240","2020-08-10 01:39:25.182521","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
"1241","2020-08-10 01:39:25.182549","192.168.38.104","192.168.38.103","TCP","54","63602  >  5985 [ACK] Seq=162235 Ack=107746 Win=8212 Len=0"
"1242","2020-08-10 01:39:25.183400","192.168.38.104","192.168.38.103","TCP","389","63602  >  5985 [PSH, ACK] Seq=162235 Ack=107746 Win=8212 Len=335 [TCP segment of a reassembled PDU]"
"1243","2020-08-10 01:39:25.183433","192.168.38.104","192.168.38.103","HTTP","2680","POST /wsman/subscriptions/EB489718-F373-4F7F-8493-B0D1503B3C3E/2 HTTP/1.1 "
"1244","2020-08-10 01:39:25.183618","192.168.38.103","192.168.38.104","TCP","54","5985  >  63602 [ACK] Seq=107746 Ack=165196 Win=8212 Len=0"
"1245","2020-08-10 01:39:25.184094","192.168.38.103","192.168.38.104","TCP","1514","5985  >  63602 [ACK] Seq=107746 Ack=165196 Win=8212 Len=1460 [TCP segment of a reassembled PDU]"
"1246","2020-08-10 01:39:25.184094","192.168.38.103","192.168.38.104","HTTP","553","HTTP/1.1 200   (application/http-kerberos-session-encrypted)"
